source_kind	source_index	source_key	parameter_monomial	coefficient_exact
FIRST	12	('X-2', 12)	(106,)	"(('-11398754147372248/21075*V^19*U^5 + 335411692638942184/21075*V^17*U^8 - 5085039041646568192/21075*V^15*U^11 + 12142451647250636336/7025*V^13*U^14 - 5200501701891707240/843*V^11*U^17 + 78578950766009838848/7025*V^9*U^20 - 2787373947816781664/281*V^7*U^23 + 82620941218933852544/21075*V^5*U^26 - 149631711448592896/281*V^3*U^29 - 6616214214621184/4215*V*U^32', '1'), ('844175230814792/843*V^19*U^5 - 24840104400070136/843*V^17*U^8 + 376590630097395968/843*V^15*U^11 - 899252391046460944/281*V^13*U^14 + 9628540689157699000/843*V^11*U^17 - 5819443339373416192/281*V^9*U^20 + 5160721986244026400/281*V^7*U^23 - 6118787300953192576/843*V^5*U^26 + 277037698410329600/281*V^3*U^29 + 2449936234055680/843*V*U^32', '1'), ('-3496895234113861/4215*V^19*U^5 + 102897170540832163/4215*V^17*U^8 - 1559981780475197344/4215*V^15*U^11 + 3725045802967620602/1405*V^13*U^14 - 7977016339341987775/843*V^11*U^17 + 24106350122366051936/1405*V^9*U^20 - 4275535092605120740/281*V^7*U^23 + 25346346789407257808/4215*V^5*U^26 - 229519126332551360/281*V^3*U^29 - 2029713743788288/843*V*U^32', '1'), ('1566364752245474/4215*V^19*U^5 - 46090743431092142/4215*V^17*U^8 + 698762848610386496/4215*V^15*U^11 - 1668560267218584868/1405*V^13*U^14 + 3573146001097689350/843*V^11*U^17 - 10797960650522905024/1405*V^9*U^20 + 1915141008718933160/281*V^7*U^23 - 11353392524262583072/4215*V^5*U^26 + 102808533108538240/281*V^3*U^29 + 909169950075392/843*V*U^32', '1'), ('-125909725210452/1405*V^19*U^5 + 3704930688611916/1405*V^17*U^8 - 56168933915092608/1405*V^15*U^11 + 402373644659835192/1405*V^13*U^14 - 287221626054906300/281*V^11*U^17 + 2603930386696189056/1405*V^9*U^20 - 461836640159429040/281*V^7*U^23 + 912624298323253056/1405*V^5*U^26 - 24792298475362560/281*V^3*U^29 - 73082172220416/281*V*U^32', '1'), ('66196440896552/7025*V^19*U^5 - 1947849738728216/7025*V^17*U^8 + 29530550622027008/7025*V^15*U^11 - 211546035403815792/7025*V^13*U^14 + 30201081547236760/281*V^11*U^17 - 1369004051542169856/7025*V^9*U^20 + 48561684656330208/281*V^7*U^23 - 479807896679433856/7025*V^5*U^26 + 2606886668954112/281*V^3*U^29 + 38422605449216/1405*V*U^32', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(107,)	"(('61299145051848/7025*V^20*U^3 - 2126204884585696/1405*V^18*U^6 + 788272115923493528/21075*V^16*U^9 - 2910237150639773108/7025*V^14*U^12 + 9785672281588081136/4215*V^12*U^15 - 141625322321437369408/21075*V^10*U^18 + 68673230636061909648/7025*V^8*U^21 - 145038507501232544608/21075*V^6*U^24 + 45558206870473652864/21075*V^4*U^27 - 370123247984303616/1405*V^2*U^30 - 1095476422182912/1405*U^33', '1'), ('-4539725943192/281*V^20*U^3 + 787318278821920/281*V^18*U^6 - 58378291767787912/843*V^16*U^9 + 215527950388636732/281*V^14*U^12 - 3623563615016600720/843*V^12*U^15 + 10488566348058314432/843*V^10*U^18 - 5085840046507129392/281*V^8*U^21 + 10741341901396435232/843*V^6*U^24 - 3373974848756265856/843*V^4*U^27 + 137053959694840320/281*V^2*U^30 + 405646989834240/281*U^33', '1'), ('18805273402311/1405*V^20*U^3 - 652274418022372/281*V^18*U^6 + 241825112614887821/4215*V^16*U^9 - 1785597669822430387/2810*V^14*U^12 + 3002036040225859202/843*V^12*U^15 - 43447635439162740856/4215*V^10*U^18 + 21067485956595266286/1405*V^8*U^21 - 44494728027884404756/4215*V^6*U^24 + 13976288497884560048/4215*V^4*U^27 - 113545937141685312/281*V^2*U^30 - 336068857200384/281*U^33', '1'), ('-8423448642774/1405*V^20*U^3 + 292173367739048/281*V^18*U^6 - 108320755198072114/4215*V^16*U^9 + 399911502125722279/1405*V^14*U^12 - 1344702407011617268/843*V^12*U^15 + 19461505182199552304/4215*V^10*U^18 - 9436761816285762924/1405*V^8*U^21 + 19930529506208704904/4215*V^6*U^24 - 6260400785454987232/4215*V^4*U^27 + 50860646885947008/281*V^2*U^30 + 150535368377856/281*U^33', '1'), ('2031316337556/1405*V^20*U^3 - 70457666504112/281*V^18*U^6 + 8707190647661172/1405*V^16*U^9 - 96438739321027026/1405*V^14*U^12 + 108091752137520264/281*V^12*U^15 - 1564381965413709792/1405*V^10*U^18 + 2275677013534111656/1405*V^8*U^21 - 1602083735495264592/1405*V^6*U^24 + 503232303634220736/1405*V^4*U^27 - 12265055245124352/281*V^2*U^30 - 36301634417664/281*U^33', '1'), ('-1067954930856/7025*V^20*U^3 + 37042784015712/1405*V^18*U^6 - 4577764188743272/7025*V^16*U^9 + 50702209832735076/7025*V^14*U^12 - 56828726056040464/1405*V^12*U^15 + 822466399160595392/7025*V^10*U^18 - 1196426397359397456/7025*V^8*U^21 + 842287925978540192/7025*V^6*U^24 - 264571997032625536/7025*V^4*U^27 + 6448294627517952/1405*V^2*U^30 + 19085412132864/1405*U^33', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(108,)	"(('423917596784/7025*V^19*U^4 + 2175169791621728/4215*V^17*U^7 - 6001383713292832/843*V^15*U^10 + 237983820045864608/7025*V^13*U^13 - 265447728071397296/4215*V^11*U^16 + 872294877443102848/21075*V^9*U^19 - 289799629415694464/7025*V^7*U^22 + 271241994600992256/7025*V^5*U^25 - 2880007402162176/281*V^3*U^28 - 8493509173248/281*V*U^31', '1'), ('-31394723536/281*V^19*U^4 - 805449629478560/843*V^17*U^7 + 11111344748463200/843*V^15*U^10 - 17624737196715232/281*V^13*U^13 + 98293372335603920/843*V^11*U^16 - 64600895850872192/843*V^9*U^19 + 21462141027792256/281*V^7*U^22 - 20087789458266624/281*V^5*U^25 + 5332229474457600/281*V^3*U^28 + 15725424844800/281*V*U^31', '1'), ('130048898738/1405*V^19*U^4 + 667295809644596/843*V^17*U^7 - 9205484140536620/843*V^15*U^10 + 73008372262019756/1405*V^13*U^13 - 81433714877797322/843*V^11*U^16 + 267601508045149936/4215*V^9*U^19 - 88904360059851248/1405*V^7*U^22 + 83211272560905792/1405*V^5*U^25 - 4417624956476160/281*V^3*U^28 - 13028139463680/281*V*U^31', '1'), ('-58252820692/1405*V^19*U^4 - 298901901707464/843*V^17*U^7 + 4123413748409080/843*V^15*U^10 - 32702650000614904/1405*V^13*U^13 + 36476614850977348/843*V^11*U^16 - 119866779467837024/4215*V^9*U^19 + 39822941951528032/1405*V^7*U^22 - 37272836502899328/1405*V^5*U^25 + 1978787340541440/281*V^3*U^28 + 5835696261120/281*V*U^31', '1'), ('14047679448/1405*V^19*U^4 + 24026751275472/281*V^17*U^7 - 331454018769840/281*V^15*U^10 + 7886250637333776/1405*V^13*U^13 - 2932114340488104/281*V^11*U^16 + 9635299340732352/1405*V^9*U^19 - 9603310476057408/1405*V^7*U^22 + 8988352033266432/1405*V^5*U^25 - 477184965903360/281*V^3*U^28 - 1407279329280/281*V*U^31', '1'), ('-7385500848/7025*V^19*U^4 - 12631950535072/1405*V^17*U^7 + 34852075686368/281*V^15*U^10 - 4146158871660576/7025*V^13*U^13 + 1541545208820304/1405*V^11*U^16 - 5065712932525952/7025*V^9*U^19 + 5048894938631808/7025*V^7*U^22 - 4725583453804032/7025*V^5*U^25 + 50175546550272/281*V^3*U^28 + 147974086656/281*V*U^31', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(109,)	"(('300871309771472/4215*V^18*U^5 - 13091457866172736/21075*V^16*U^8 + 10911357376477552/4215*V^14*U^11 - 443598814768845056/21075*V^12*U^14 + 553851699379915816/4215*V^10*U^17 - 7516573925366898464/21075*V^8*U^20 + 8258189967000451072/21075*V^6*U^23 - 3411243929350469632/21075*V^4*U^26 + 21718312730560512/1405*V^2*U^29 + 63924832198656/1405*U^32', '1'), ('-111410468235440/843*V^18*U^5 + 969534417796544/843*V^16*U^8 - 4040396657697040/843*V^14*U^11 + 32852286048557824/843*V^12*U^14 - 205087275379559320/843*V^10*U^17 + 556666583588508256/843*V^8*U^20 - 611589594035775488/843*V^6*U^23 + 252631787140425728/843*V^4*U^26 - 8042134002186240/281*V^2*U^29 - 23670902661120/281*U^32', '1'), ('92300916014054/843*V^18*U^5 - 4016180718344152/4215*V^16*U^8 + 3347372275444114/843*V^14*U^11 - 136086677646375392/4215*V^12*U^14 + 169909916726642587/843*V^10*U^17 - 2305924945537966748/4215*V^8*U^20 + 2533436967290677504/4215*V^6*U^23 - 1046497054390407424/4215*V^4*U^26 + 6662716231843584/281*V^2*U^29 + 19610778350592/281*U^32', '1'), ('-41344361716636/843*V^18*U^5 + 1798968368995568/4215*V^16*U^8 - 1499388913270676/843*V^14*U^11 + 60957323809985728/4215*V^12*U^14 - 76107771837499358/843*V^10*U^17 + 1032893270801555032/4215*V^8*U^20 - 1134802761285863936/4215*V^6*U^23 + 468757566236105216/4215*V^4*U^26 - 2984431377286656/281*V^2*U^29 - 8784258582528/281*U^32', '1'), ('3323400386328/281*V^18*U^5 - 144607194893664/1405*V^16*U^8 + 120525979522248/281*V^14*U^11 - 4899956973289344/1405*V^12*U^14 + 6117801504855084/281*V^10*U^17 - 83027473461665136/1405*V^8*U^20 + 91219304850121728/1405*V^6*U^23 - 37680327184647168/1405*V^4*U^26 + 719696228004864/281*V^2*U^29 + 2118325727232/281*U^32', '1'), ('-1747261991728/1405*V^18*U^5 + 76026546908864/7025*V^16*U^8 - 63365962133648/1405*V^14*U^11 + 2576129140428544/7025*V^12*U^14 - 3216405127213784/1405*V^10*U^17 + 43651300410739936/7025*V^8*U^20 - 47958116913072128/7025*V^6*U^23 + 19810253316589568/7025*V^4*U^26 - 378376878680064/1405*V^2*U^29 - 1113699704832/1405*U^32', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(110,)	"(('4105437272748592/21075*V^17*U^6 - 45706363349946848/21075*V^15*U^9 + 142126584544120528/21075*V^13*U^12 + 17004627970904608/4215*V^11*U^15 - 1171347917374004608/21075*V^9*U^18 + 1941414441354179648/21075*V^7*U^21 - 281286464333775104/7025*V^5*U^24 - 995174784248832/281*V^3*U^27 - 14677379887104/1405*V*U^30', '1'), ('-304042741207568/843*V^17*U^6 + 3384947103148192/843*V^15*U^9 - 10525689102620912/843*V^13*U^12 - 6296690654376160/843*V^11*U^15 + 86748331065775232/843*V^9*U^18 - 143778343049459392/843*V^7*U^21 + 20831668345858816/281*V^5*U^24 + 1842530096563200/281*V^3*U^27 + 5434927534080/281*V*U^30', '1'), ('1259460801366394/4215*V^17*U^6 - 14021739753370436/4215*V^15*U^9 + 43601412023417446/4215*V^13*U^12 + 5216658043549756/843*V^11*U^15 - 359344617560562256/4215*V^9*U^18 + 595584641938812536/4215*V^7*U^21 - 86292702152565728/1405*V^5*U^24 - 1526492244309120/281*V^3*U^27 - 4502707849728/281*V*U^30', '1'), ('-564150446044196/4215*V^17*U^6 + 6280759772434024/4215*V^15*U^9 - 19530386348254364/4215*V^13*U^12 - 2336698338634904/843*V^11*U^15 + 160961282844559904/4215*V^9*U^18 - 266780308718085424/4215*V^7*U^21 + 38653101674076352/1405*V^5*U^24 + 683761876174080/281*V^3*U^27 + 2016898532352/281*V*U^30', '1'), ('45348331247208/1405*V^17*U^6 - 504868828238352/1405*V^15*U^9 + 1569918867771672/1405*V^13*U^12 + 187831758404592/281*V^11*U^15 - 12938615264054592/1405*V^9*U^18 + 21444708401475552/1405*V^7*U^21 - 9321203257423488/1405*V^5*U^24 - 164889314219520/281*V^3*U^27 - 486375487488/281*V*U^30', '1'), ('-23841670086608/7025*V^17*U^6 + 265432392081952/7025*V^15*U^9 - 825377399316272/7025*V^13*U^12 - 98751656180192/1405*V^11*U^15 + 6802415613080192/7025*V^9*U^18 - 11274453739529152/7025*V^7*U^21 + 4900578406341888/7025*V^5*U^24 + 17337954991104/281*V^3*U^27 + 255709605888/1405*V*U^30', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(111,)	"(('2326364653311424/21075*V^21*U^3 - 5852620795708856/7025*V^19*U^6 + 267431375666975168/1405*V^17*U^9 - 70805425764183606064/21075*V^15*U^12 + 482705397501942183944/21075*V^13*U^15 - 1573338668767464473168/21075*V^11*U^18 + 2548900638295314900512/21075*V^9*U^21 - 681922328741982417792/7025*V^7*U^24 + 756167786111765228032/21075*V^5*U^27 - 6778297366774605824/1405*V^3*U^30 - 100017124054204416/7025*V*U^33', '1'), ('-172287198476096/843*V^21*U^3 + 433436623618024/281*V^19*U^6 - 99027902682167360/281*V^17*U^9 + 5243747331036048656/843*V^15*U^12 - 35748462953355833176/843*V^13*U^15 + 116519184174420975472/843*V^11*U^18 - 188767891371089297248/843*V^9*U^21 + 50502180485770954368/281*V^7*U^24 - 56000691577576099328/843*V^5*U^27 + 2509954452104468480/281*V^3*U^30 + 7407123418251264/281*V*U^33', '1'), ('713679176144968/4215*V^21*U^3 - 1795459530312617/1405*V^19*U^6 + 82042255752831176/281*V^17*U^9 - 21721598053876388698/4215*V^15*U^12 + 148083745134086061983/4215*V^13*U^15 - 482666826683714535926/4215*V^11*U^18 + 781948481303058161084/4215*V^9*U^21 - 209199260777405894544/1405*V^7*U^24 + 231976187332212716224/4215*V^5*U^27 - 2079437406126080768/281*V^3*U^30 - 30683125533990912/1405*V*U^33', '1'), ('-319678409298512/4215*V^21*U^3 + 804240428746378/1405*V^19*U^6 - 36749198646927184/281*V^17*U^9 + 9729758335942191332/4215*V^15*U^12 - 66331171862320110022/4215*V^13*U^15 + 216201016553225338684/4215*V^11*U^18 - 350258288334270581656/4215*V^9*U^21 + 93706652999163931296/1405*V^7*U^24 - 103909124772377964416/4215*V^5*U^27 + 931442676829875712/281*V^3*U^30 + 13743896544657408/1405*V*U^33', '1'), ('25696837606176/1405*V^21*U^3 - 193942741449132/1405*V^19*U^6 + 8862076658784096/281*V^17*U^9 - 782111061096322536/1405*V^15*U^12 + 5331925153511844156/1405*V^13*U^15 - 17378972902328755032/1405*V^11*U^18 + 28154952269980578288/1405*V^9*U^21 - 22597378252929849024/1405*V^7*U^24 + 8352568792290048768/1405*V^5*U^27 - 224617589206115328/281*V^3*U^30 - 3314343421181952/1405*V*U^33', '1'), ('-13509990502976/7025*V^21*U^3 + 101964476534232/7025*V^19*U^6 - 4659194774536896/1405*V^17*U^9 + 411191181172592336/7025*V^15*U^12 - 2803234362550942456/7025*V^13*U^15 + 9136912582796147632/7025*V^11*U^18 - 14802332629745886688/7025*V^9*U^21 + 11880464447339812224/7025*V^7*U^24 - 4391323430092871168/7025*V^5*U^27 + 118091632265545728/1405*V^3*U^30 + 1742500335255552/7025*V*U^33', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(112,)	"(('101234046909170912/21075*V^20*U^4 - 1380891289464235432/21075*V^18*U^7 + 178094782171781376/281*V^16*U^10 - 76833183697249216/15*V^14*U^13 + 36279256845454580604/1405*V^12*U^16 - 1481050108710953697088/21075*V^10*U^19 + 2015070029342776563232/21075*V^8*U^22 - 88898177050644636736/1405*V^6*U^25 + 133246784165970536192/7025*V^4*U^28 - 15109032147761519616/7025*V^2*U^31 - 44798931351556096/7025*U^34', '1'), ('-7497246963218848/843*V^20*U^4 + 102266809858543928/843*V^18*U^7 - 329736043744377600/281*V^16*U^10 + 28450771787552320/3*V^14*U^13 - 13433946212604716580/281*V^12*U^16 + 109684427017628553152/843*V^10*U^19 - 149233169268814860128/843*V^8*U^22 + 32918351497230262720/281*V^6*U^25 - 9868063941406067968/281*V^4*U^28 + 1118953048361432064/281*V^2*U^31 + 3317744002985984/281*U^34', '1'), ('31056451572678884/4215*V^20*U^4 - 423628065534689899/4215*V^18*U^7 + 273178448690648160/281*V^16*U^10 - 23570785931429512/3*V^14*U^13 + 22259408128266174081/562*V^12*U^16 - 454354660138808334616/4215*V^10*U^19 + 618180609118485000124/4215*V^8*U^22 - 27272069177970092152/281*V^6*U^25 + 40877278208372973344/1405*V^4*U^28 - 4635129578767197312/1405*V^2*U^31 - 13743358924252672/1405*U^34', '1'), ('-13911120527346856/4215*V^20*U^4 + 189755776336154366/4215*V^18*U^7 - 122364859240789440/281*V^16*U^10 + 10558065310489808/3*V^14*U^13 - 4985329837426188477/281*V^12*U^16 + 203519143987236812144/4215*V^10*U^19 - 276901723334072197016/4215*V^8*U^22 + 12215981612614027568/281*V^6*U^25 - 18310164722321970496/1405*V^4*U^28 + 2076214215239755008/1405*V^2*U^31 + 6156064610229248/1405*U^34', '1'), ('1118223172767888/1405*V^20*U^4 - 15253214566613868/1405*V^18*U^7 + 29508310462815360/281*V^16*U^10 - 848693192369184*V^14*U^13 + 1202213294854763238/281*V^12*U^16 - 16359560860753814112/1405*V^10*U^19 + 22258302126189443568/1405*V^8*U^22 - 2945886427440088992/281*V^6*U^25 + 4415499912342973824/1405*V^4*U^28 - 500679476368676352/1405*V^2*U^31 - 1484536221222912/1405*U^34', '1'), ('-587900529856288/7025*V^20*U^4 + 8019305219303768/7025*V^18*U^7 - 3102770856252672/281*V^16*U^10 + 446196420920384/5*V^14*U^13 - 632057938216325388/1405*V^12*U^16 + 8600961536548075712/7025*V^10*U^19 - 11702196781790655968/7025*V^8*U^22 + 1548785818220534592/1405*V^6*U^25 - 2321428138196577024/7025*V^4*U^28 + 263229860204669952/7025*V^2*U^31 + 780487877824512/7025*U^34', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(113,)	"(('-11167877705693192/7025*V^19*U^5 + 153486879609068456/1405*V^17*U^8 - 11854207656397807264/7025*V^15*U^11 + 76190858165293778576/7025*V^13*U^14 - 716546820922622508776/21075*V^11*U^17 + 378258460070498550528/7025*V^9*U^20 - 299225715484892290592/7025*V^7*U^23 + 323456813284359665792/21075*V^5*U^26 - 13218627705141855744/7025*V^3*U^29 - 38985095348508672/7025*V*U^32', '1'), ('827076855770968/281*V^19*U^5 - 56835080547332120/281*V^17*U^8 + 877905458358623456/281*V^15*U^11 - 5642584658472633904/281*V^13*U^14 + 53066420252726099704/843*V^11*U^17 - 28013273969179590912/281*V^9*U^20 + 22160223316458825568/281*V^7*U^23 - 23954743341480746368/843*V^5*U^26 + 978952431973925376/281*V^3*U^29 + 2887179724965888/281*V*U^32', '1'), ('-3426067254306719/1405*V^19*U^5 + 47086508829361067/281*V^17*U^8 - 3636618679718578348/1405*V^15*U^11 + 23373734125380828782/1405*V^13*U^14 - 219821318251819018307/4215*V^11*U^17 + 116041647111820833696/1405*V^9*U^20 - 91796082701252691644/1405*V^7*U^23 + 99229667926164130544/4215*V^5*U^26 - 4055193719069030208/1405*V^3*U^29 - 11959797743080704/1405*V*U^32', '1'), ('1534638765730246/1405*V^19*U^5 - 21091466228983678/281*V^17*U^8 + 1628951094015869432/1405*V^15*U^11 - 10469799868520058988/1405*V^13*U^14 + 98464592631422457838/4215*V^11*U^17 - 51978550588326156864/1405*V^9*U^20 + 41118231662976652696/1405*V^7*U^23 - 44447958491943155296/4215*V^5*U^26 + 1816443467654124672/1405*V^3*U^29 + 5357153810612736/1405*V*U^32', '1'), ('-370078447590324/1405*V^19*U^5 + 5086211331115332/281*V^17*U^8 - 392821884560629008/1405*V^15*U^11 + 2524794347990786472/1405*V^13*U^14 - 7914918784662866124/1405*V^11*U^17 + 12534637948214150016/1405*V^9*U^20 - 9915669850978140624/1405*V^7*U^23 + 3572878048911235008/1405*V^5*U^26 - 438035708243789568/1405*V^3*U^29 - 1291878720912384/1405*V*U^32', '1'), ('194566988706024/7025*V^19*U^5 - 2674051485735432/1405*V^17*U^8 + 206524242831333408/7025*V^15*U^11 - 1327398654499221072/7025*V^13*U^14 + 4161231014158796824/7025*V^11*U^17 - 6590026455158658816/7025*V^9*U^20 + 5213116398617233824/7025*V^7*U^23 - 1878423689671489408/7025*V^5*U^26 + 230295196204051968/7025*V^3*U^29 + 679199110723584/7025*V*U^32', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(114,)	"(('77436385579064/7025*V^20*U^3 + 62824099153696/1405*V^18*U^6 + 98022033186959016/1405*V^16*U^9 - 8742137229251488804/7025*V^14*U^12 + 56645333188949754272/7025*V^12*U^15 - 501385965435557914288/21075*V^10*U^18 + 45767291640293788752/1405*V^8*U^21 - 142249964456012155808/7025*V^6*U^24 + 114238671842628439168/21075*V^4*U^27 - 4790591306139336192/7025*V^2*U^30 - 14208262514214912/7025*U^33', '1'), ('-5734826615656/281*V^20*U^3 - 23263309181920/281*V^18*U^6 - 36296849384023320/281*V^16*U^9 + 647430027694671116/281*V^14*U^12 - 4195071373689208288/281*V^12*U^15 + 37131918771704791952/843*V^10*U^18 - 16947296820644021040/281*V^8*U^21 + 10534826440285400032/281*V^6*U^24 - 8460350659721689472/843*V^4*U^27 + 354784257061267968/281*V^2*U^30 + 1052243353294848/281*U^33', '1'), ('23755835434073/1405*V^20*U^3 + 19273096873372/281*V^18*U^6 + 30071074106694987/281*V^16*U^9 - 5363803380211732631/2810*V^14*U^12 + 17377582944789987404/1405*V^12*U^15 - 153814545898190636266/4215*V^10*U^18 + 14040431256440185014/281*V^8*U^21 - 43639262355155558156/1405*V^6*U^24 + 35045993794863704176/4215*V^4*U^27 - 1469651480367073344/1405*V^2*U^30 - 4358792621424384/1405*U^33', '1'), ('-10640954559082/1405*V^20*U^3 - 8633000873048/281*V^18*U^6 - 13469740266560958/281*V^16*U^9 + 1201304584532088827/1405*V^14*U^12 - 7783943064236180536/1405*V^12*U^15 + 68898170218880698244/4215*V^10*U^18 - 6289132259916441276/281*V^8*U^21 + 19547340652437400504/1405*V^6*U^24 - 15698156711177209184/4215*V^4*U^27 + 658301185141370496/1405*V^2*U^30 + 1952434564793856/1405*U^33', '1'), ('2566068336108/1405*V^20*U^3 + 2081849900112/281*V^18*U^6 + 3248230579475652/281*V^16*U^9 - 289694842626516138/1405*V^14*U^12 + 1877099438429245584/1405*V^12*U^15 - 5538269210492751912/1405*V^10*U^18 + 1516625511758523144/281*V^8*U^21 - 4713845137185100176/1405*V^6*U^24 + 1261871218042564032/1405*V^4*U^27 - 158749463446573824/1405*V^2*U^30 - 470829988721664/1405*U^33', '1'), ('-1349098258008/7025*V^20*U^3 - 1094522711712/1405*V^18*U^6 - 1707741822271752/1405*V^16*U^9 + 152305689619360788/7025*V^14*U^12 - 986876127521066784/7025*V^12*U^15 + 2911718771912178512/7025*V^10*U^18 - 797358670138627344/1405*V^8*U^21 + 2478281725240946976/7025*V^6*U^24 - 663422808401781632/7025*V^4*U^27 + 83461777530177024/7025*V^2*U^30 + 247536633636864/7025*U^33', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
FIRST	12	('X-2', 12)	(115,)	"(('-85015389200184/7025*V^19*U^4 + 35202692528751432/7025*V^17*U^7 - 421104701743668948/7025*V^15*U^10 + 1247047723750974816/7025*V^13*U^13 + 2724293605643022292/7025*V^11*U^16 - 19246073752532475504/7025*V^9*U^19 + 5841338826902791104/1405*V^7*U^22 - 14403196863347325184/7025*V^5*U^25 + 262583466988474368/1405*V^3*U^28 + 771568254369792/1405*V*U^31', '1'), ('6296116652136/281*V^19*U^4 - 2607060447707928/281*V^17*U^7 + 31186404601384092/281*V^15*U^10 - 92354549139672864/281*V^13*U^13 - 201757240626259868/281*V^11*U^16 + 1425336360646750416/281*V^9*U^19 - 2163005486702614080/281*V^7*U^22 + 1066679908996027136/281*V^5*U^25 - 97232757188751360/281*V^3*U^28 - 285706139811840/281*V*U^31', '1'), ('-26080912481913/1405*V^19*U^4 + 10799437038489399/1405*V^17*U^7 - 258371924782647147/2810*V^15*U^10 + 382567707445696212/1405*V^13*U^13 + 1671510623482673963/2810*V^11*U^16 - 5904285916733249778/1405*V^9*U^19 + 1791998462336302728/281*V^7*U^22 - 4418594332000216288/1405*V^5*U^25 + 80555020522200576/281*V^3*U^28 + 236700723308544/281*V*U^31', '1'), ('11682426633642/1405*V^19*U^4 - 4837393284237366/1405*V^17*U^7 + 57866285498243199/1405*V^15*U^10 - 171363604618297608/1405*V^13*U^13 - 374359989124836671/1405*V^11*U^16 + 2644707584296244052/1405*V^9*U^19 - 802690112102534352/281*V^7*U^22 + 1979221553050227392/1405*V^5*U^25 - 36083021170166784/281*V^3*U^28 - 106025386807296/281*V*U^31', '1'), ('-2817219536748/1405*V^19*U^4 + 1166538365243604/1405*V^17*U^7 - 13954466408137506/1405*V^15*U^10 + 41324367784000752/1405*V^13*U^13 + 90276986812154274/1405*V^11*U^16 - 637771766869827288/1405*V^9*U^19 + 193568882278075488/281*V^7*U^22 - 477289676337349248/1405*V^5*U^25 + 8701427826026496/281*V^3*U^28 + 25568043393024/281*V*U^31', '1'), ('1481139810648/7025*V^19*U^4 - 613302013163304/7025*V^17*U^7 + 7336494534359556/7025*V^15*U^10 - 21726090379664352/7025*V^13*U^13 - 47462697673598724/7025*V^11*U^16 + 335305481768960688/7025*V^9*U^19 - 101767921848093888/1405*V^7*U^22 + 250932783765435648/7025*V^5*U^25 - 4574734412599296/1405*V^3*U^28 - 13442277556224/1405*V*U^31', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'), ('0', '1'))"
