k	label	terms	degree	leadcoef	leadmonom	trailcoef	trailmonom
1531	J_4_92	71	3	-225	B2c_31_31*B2c_31_32*Hfact_0_30	-1370880	A3c_66_32
1532	J_5_91	104	3	-135	B2c_31_31^2*Hfact_0_30	-3564288	A3c_66_32
1533	J_6_90	143	3	-315	B2c_31_30*B2c_31_31*Hfact_0_30	-7128576	A3c_66_32
1534	J_7_89	189	3	-180	B2c_31_30^2*Hfact_0_30	-11202048	A3c_66_32
1535	J_8_88	253	3	-405	B2c_31_29*B2c_31_30*Hfact_0_30	-14002560	A3c_66_32
1536	J_9_87	328	3	-225	B2c_31_29^2*Hfact_0_30	-14002560	A3c_66_32
1537	J_10_86	403	3	-495	B2c_31_28*B2c_31_29*Hfact_0_30	-11202048	A3c_66_32
1538	J_11_85	467	3	-270	B2c_31_28^2*Hfact_0_30	-7128576	A3c_66_32
1539	J_12_84	517	3	-585	B2c_31_27*B2c_31_28*Hfact_0_30	-3564288	A3c_66_32
1540	J_13_83	546	3	-315	B2c_31_27^2*Hfact_0_30	-1370880	A3c_66_32
1541	J_14_82	579	3	-675	B2c_31_26*B2c_31_27*Hfact_0_30	-391680	A3c_66_32
1542	J_15_81	591	3	-360	B2c_31_26^2*Hfact_0_30	-78336	A3c_66_32
1543	J_16_80	613	3	-765	B2c_31_26*B2c_47_13*Hfact_0_30	-9792	A3c_66_32
1544	J_17_79	593	3	-405	B2c_47_13^2*Hfact_0_30	-576	A3c_66_32
1545	J_18_78	521	3	-354	B2c_47_13^2*Hfact_1_29	-510	A3c_66_31
1546	J_19_77	439	3	-303	B2c_47_13^2*Hfact_2_28	-444	A3c_66_30
1547	J_20_76	362	3	-252	B2c_47_13^2*Hfact_3_27	-378	A3c_66_29
1548	J_21_75	292	3	-201	B2c_47_13^2*Hfact_4_26	-312	A3c_66_28
1549	J_22_74	228	3	-150	B2c_47_13^2*Hfact_5_25	-246	A3c_66_27
1550	J_23_73	171	3	-99	B2c_47_13^2*Hfact_6_24	-180	A3c_66_26
1551	J_24_72	120	3	-48	B2c_47_13^2*Hfact_7_23	-114	A3c_66_25
1552	J_25_71	76	3	3	B2c_47_13^2*Hfact_8_22	-48	A3c_66_24
1553	J_0_97	2	2	-33/2	B2c_32_32*target_b	66	A3c_65_32
1554	J_1_96	6	2	-99/2	B2c_32_32^2	594	A3c_65_32
1555	J_2_95	8	2	-297/2	B2c_32_31*B2c_32_32	1782	A3c_65_31
1556	J_3_94	22	3	-93	B2c_31_32^2*Hfact_0_31	-26928	A3c_65_32
1557	J_4_93	34	3	-465/2	B2c_31_31*B2c_31_32*Hfact_0_31	-201960	A3c_65_32
1558	J_5_92	43	3	-279/2	B2c_31_31^2*Hfact_0_31	-848232	A3c_65_32
1559	J_6_91	68	3	-651/2	B2c_31_30*B2c_31_31*Hfact_0_31	-2450448	A3c_65_32
1560	J_7_90	90	3	-186	B2c_31_30^2*Hfact_0_31	-5250960	A3c_65_32
1561	J_8_89	111	3	-837/2	B2c_31_29*B2c_31_30*Hfact_0_31	12474	A3c_97_0
1562	J_9_88	150	3	-465/2	B2c_31_29^2*Hfact_0_31	212058	A3c_97_0
1563	J_10_87	181	3	-1023/2	B2c_31_28*B2c_31_29*Hfact_0_31	1696464	A3c_97_0
1564	J_11_86	195	3	-279	B2c_31_28^2*Hfact_0_31	8482320	A3c_97_0
1565	J_12_85	228	3	-1209/2	B2c_31_27*B2c_31_28*Hfact_0_31	29688120	A3c_97_0
1566	J_13_84	243	3	-651/2	B2c_31_27^2*Hfact_0_31	77189112	A3c_97_0
1567	J_14_83	231	3	-1395/2	B2c_31_26*B2c_31_27*Hfact_0_31	154378224	A3c_97_0
1568	J_15_82	254	3	-372	B2c_31_26^2*Hfact_0_31	242594352	A3c_97_0
1569	J_16_81	250	3	-1581/2	B2c_31_26*B2c_47_13*Hfact_0_31	303242940	A3c_97_0
1570	J_17_80	231	3	-837/2	B2c_47_13^2*Hfact_0_31	303242940	A3c_97_0
1571	J_18_79	221	3	-735/2	B2c_47_13^2*Hfact_1_30	242594352	A3c_97_0
1572	J_19_78	186	3	-633/2	B2c_47_13^2*Hfact_2_29	154378224	A3c_97_0
1573	J_20_77	139	3	-531/2	B2c_47_13^2*Hfact_3_28	77189112	A3c_97_0
1574	J_21_76	123	3	-429/2	B2c_47_13^2*Hfact_4_27	29688120	A3c_97_0
1575	J_22_75	96	3	-327/2	B2c_47_13^2*Hfact_5_26	8482320	A3c_97_0
1576	J_23_74	61	3	-225/2	B2c_47_13^2*Hfact_6_25	1696464	A3c_97_0
1577	J_24_73	51	3	-123/2	B2c_47_13^2*Hfact_7_24	212058	A3c_97_0
1578	J_25_72	33	3	-21/2	B2c_47_13^2*Hfact_8_23	12474	A3c_97_0
1579	J_1_97	2	2	-33	B2c_31_32*target_b	132	A3c_64_32
1580	J_2_96	5	2	-297/2	B2c_31_32*B2c_32_32	1764	A3c_64_32
1581	J_3_95	9	2	-198	B2c_31_32*B2c_32_31	9792	A3c_64_32
1582	J_4_94	14	2	-495/2	B2c_31_32*B2c_32_30	24480	A3c_64_32
1583	J_5_93	20	2	-297	B2c_31_32*B2c_32_29	-12240	A3c_64_32
1584	J_6_92	27	2	-693/2	B2c_31_32*B2c_32_28	-325584	A3c_64_32
1585	J_7_91	35	2	-396	B2c_31_32*B2c_32_27	-1336608	A3c_64_32
1586	J_8_90	53	2	-891/2	B2c_31_32*B2c_32_26	-12474	A3c_96_1
1587	J_9_89	65	2	-495	B2c_31_32*B2c_32_25	-211680	A3c_96_1
1588	J_10_88	78	2	-1089/2	B2c_31_31*B2c_32_25	-1690038	A3c_96_1
1589	J_11_87	90	2	-594	B2c_31_30*B2c_32_25	-8430912	A3c_96_1
1590	J_12_86	100	2	-1287/2	B2c_31_29*B2c_32_25	-29431080	A3c_96_1
1591	J_13_85	108	2	-693	B2c_31_28*B2c_32_25	-76289472	A3c_96_1
1592	J_14_84	114	2	-1485/2	B2c_31_27*B2c_32_25	-152039160	A3c_96_1
1593	J_15_83	118	2	-792	B2c_31_26*B2c_32_25	-237916224	A3c_96_1
1594	J_16_82	120	2	-12447/2	B2c_31_26*B2c_32_25	-295891596	A3c_96_1
1595	J_17_81	124	2	-21276	B2c_31_26*B2c_32_25	-294053760	A3c_96_1
1596	J_18_80	117	2	-41202	B2c_31_26*B2c_32_25	-233405172	A3c_96_1
1597	J_19_79	105	2	-49140	B2c_31_26*B2c_32_25	-147026880	A3c_96_1
1598	J_20_78	90	2	-36477	B2c_31_26*B2c_32_25	-72510984	A3c_96_1
1599	J_21_77	76	2	-15876	B2c_31_26*B2c_32_25	-27349056	A3c_96_1
1600	J_22_76	63	2	-3186	B2c_31_26*B2c_32_25	-7582680	A3c_96_1
1601	J_23_75	51	2	108	B2c_31_26*B2c_32_25	-1439424	A3c_96_1
1602	J_24_74	40	2	225/2	B2c_31_26*B2c_32_25	-160650	A3c_96_1
1603	J_25_73	30	2	63	B2c_32_25*B2c_47_13	-6048	A3c_96_1
1604	J_26_72	21	2	-27/2	B2c_47_13*B2c_60_3	378	A3c_96_1
1605	J_2_97	1	1	198	A3c_63_32	198	A3c_63_32
1606	J_3_96	3	2	-99	B2c_31_32^2	2934	A3c_63_32
1607	J_4_95	5	2	-495/2	B2c_31_31*B2c_31_32	19584	A3c_63_32
1608	J_5_94	8	2	-297/2	B2c_31_31^2	75888	A3c_63_32
1609	J_6_93	11	2	-693/2	B2c_31_30*B2c_31_31	177480	A3c_63_32
1610	J_7_92	15	2	-198	B2c_31_30^2	197064	A3c_63_32
1611	J_8_91	19	2	-891/2	B2c_31_29*B2c_31_30	-222768	A3c_63_32
1612	J_9_90	23	2	-495/2	B2c_31_29^2	-1495728	A3c_63_32
1613	J_10_89	31	2	-1089/2	B2c_31_28*B2c_31_29	-3588156	A3c_63_32
1614	J_11_88	39	2	-297	B2c_31_28^2	-5688540	A3c_63_32
1615	J_12_87	46	2	-1287/2	B2c_31_27*B2c_31_28	-6651216	A3c_63_32
1616	J_13_86	52	2	-693/2	B2c_31_27^2	-5951088	A3c_63_32
1617	J_14_85	57	2	-1485/2	B2c_31_26*B2c_31_27	-4121208	A3c_63_32
1618	J_15_84	61	2	-396	B2c_31_26^2	-2201976	A3c_63_32
1619	J_16_83	64	2	-3105	B2c_31_26^2	-893520	A3c_63_32
1620	J_17_82	76	2	-10584	B2c_31_26^2	-266832	A3c_63_32
1621	J_18_81	73	2	-20412	B2c_31_26^2	-55386	A3c_63_32
1622	J_19_80	69	2	-24192	B2c_31_26^2	-7146	A3c_63_32
1623	J_20_79	61	2	-17766	B2c_31_26^2	-432	A3c_63_32
1624	J_21_78	52	2	-7560	B2c_31_26^2	-366	A3c_63_31
1625	J_22_77	44	2	-1404	B2c_31_26^2	-300	A3c_63_30
1626	J_23_76	36	2	108	B2c_31_26^2	-234	A3c_63_29
1627	J_24_75	29	2	63	B2c_31_26^2	-168	A3c_63_28
1628	J_25_74	22	2	153/2	B2c_31_26*B2c_47_13	-102	A3c_63_27
1629	J_26_73	16	2	27/2	B2c_47_13^2	-36	A3c_63_26
